"","INDEX","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","TARGET_FLAG","TARGET_AMT"
"478",2321,NA,0,32,2,12,"$39,144","Yes","$0","z_No","z_F","<High School","z_Blue Collar",34,"Private","$5,410",4,"z_SUV","no","$23,418",3,"Yes",5,1,"Highly Urban/ Urban","YES",3899.36585716863
"479",2324,NA,0,46,0,6,"$34,508","No","$183,694","Yes","z_F","z_High School","Clerical",14,"Private","$8,430",1,"z_SUV","no","$25,401",3,"No",1,6,"z_Highly Rural/ Rural","NO",0
"480",2340,NA,1,38,1,6,"","No","$113,408","Yes","z_F","<High School","Clerical",52,"Private","$7,340",7,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"481",2343,NA,0,50,0,12,"$73,671","No","","Yes","z_F","Masters","Lawyer",6,"Private","$22,420",1,"Minivan","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"482",2349,NA,0,49,0,11,"$89,659","No","$0","z_No","M","Bachelors","Professional",31,"Private","$1,500",4,"Minivan","yes","$5,064",2,"No",1,13,"Highly Urban/ Urban","NO",0
"483",2352,NA,0,51,0,7,"$141,546","No","$351,285","z_No","M","PhD","Manager",18,"Commercial","$29,330",4,"Panel Truck","yes","$1,184",2,"No",4,NA,"Highly Urban/ Urban","NO",0
"484",2353,NA,0,46,0,14,"$34,705","No","$173,076","Yes","M","z_High School","z_Blue Collar",50,"Commercial","$9,570",7,"Pickup","yes","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"485",2365,NA,0,38,0,0,"$0","No","$0","z_No","z_F","<High School","Student",40,"Private","$1,630",4,"Sports Car","no","$9,228",2,"No",7,6,"Highly Urban/ Urban","YES",3631.11018138177
"486",2370,NA,0,36,2,12,"$69,546","No","$186,300","Yes","z_F","z_High School","z_Blue Collar",33,"Commercial","$12,050",1,"Sports Car","no","$5,106",2,"No",1,1,"Highly Urban/ Urban","YES",2390.45334548739
"487",2378,NA,0,41,1,10,"$137,815","Yes","$0","z_No","z_F","Bachelors","Manager",33,"Private","$16,160",9,"Minivan","no","$0",0,"Yes",1,1,"Highly Urban/ Urban","NO",0
"488",2390,NA,0,43,0,9,"$43,505","No","$107,149","z_No","z_F","Bachelors","Clerical",37,"Private","$10,780",4,"z_SUV","no","$3,904",1,"No",5,10,"Highly Urban/ Urban","NO",0
"489",2399,NA,0,41,3,12,"$48,762","No","$176,946","Yes","z_F","z_High School","Clerical",26,"Private","$28,090",1,"Minivan","no","$3,996",2,"No",4,12,"Highly Urban/ Urban","NO",0
"490",2402,NA,2,45,2,10,"$71,119","Yes","$0","z_No","z_F","Bachelors","Clerical",43,"Private","$15,600",1,"Minivan","no","$3,534",3,"No",5,4,"Highly Urban/ Urban","YES",3935.79215170069
"491",2403,NA,1,39,2,NA,"$40,608","Yes","$176,832","z_No","z_F","z_High School","Clerical",20,"Private","$9,130",9,"z_SUV","no","$0",0,"No",3,6,"Highly Urban/ Urban","NO",0
"492",2404,NA,0,43,0,11,"$50,260","No","$178,766","Yes","z_F","z_High School","Professional",36,"Private","$20,490",6,"Minivan","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"493",2414,NA,0,36,0,9,"$32,645","No","$190,491","Yes","M","PhD","Doctor",51,"Private","$8,360",4,"Minivan","yes","$7,466",3,"No",0,14,"Highly Urban/ Urban","NO",0
"494",2422,NA,2,39,2,NA,"$64,990","No","$197,575","Yes","z_F","z_High School","Professional",5,"Commercial","$17,510",10,"Pickup","no","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"495",2424,NA,0,45,0,13,"$107,012","No","$322,746","Yes","M","Masters","Manager",43,"Commercial","$28,300",4,"Panel Truck","yes","$0",0,"No",3,1,"Highly Urban/ Urban","NO",0
"496",2430,NA,0,46,0,7,"$76,216","No","$0","z_No","z_F","Masters","Home Maker",56,"Private","$13,720",4,"z_SUV","no","$0",0,"Yes",3,19,"Highly Urban/ Urban","NO",0
"497",2435,NA,1,51,1,8,"","No","$253,662","Yes","M","z_High School","z_Blue Collar",5,"Commercial","$12,430",1,"Minivan","yes","$9,000",1,"No",0,11,"Highly Urban/ Urban","NO",0
"498",2439,NA,0,55,0,12,"$51,512","No","$0","z_No","M","Bachelors","Clerical",29,"Commercial","$9,160",6,"Pickup","no","$0",0,"No",0,4,"z_Highly Rural/ Rural","NO",0
"499",2442,NA,0,51,0,14,"$37,098","No","","z_No","M","Masters","",24,"Commercial","$10,310",7,"Pickup","yes","$9,736",3,"No",2,19,"Highly Urban/ Urban","YES",2103.38489846577
"500",2445,NA,1,38,1,9,"$100,796","Yes","$0","z_No","M","Bachelors","Professional",26,"Private","$16,860",6,"Minivan","yes","$3,011",4,"No",0,NA,"Highly Urban/ Urban","NO",0
"501",2449,NA,0,43,1,12,"$71,402","No","$210,868","Yes","z_F","Masters","",21,"Commercial","$27,250",1,"Panel Truck","no","$9,712",3,"No",1,15,"Highly Urban/ Urban","NO",0
"502",2451,NA,0,50,0,0,"$0","No","","z_No","z_F","z_High School","Home Maker",8,"Private","$6,500",7,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"503",2461,NA,0,29,3,13,"$24,365","Yes","$0","z_No","z_F","z_High School","Student",9,"Commercial","$6,840",7,"z_SUV","no","$36,744",1,"Yes",2,1,"Highly Urban/ Urban","YES",3469.65688179763
"504",2464,NA,0,40,2,11,"","Yes","$0","z_No","M","Bachelors","Professional",5,"Private","$16,080",3,"Minivan","yes","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"505",2465,NA,2,43,3,12,"$53,073","Yes","$213,525","z_No","z_F","Masters","Lawyer",39,"Private","$23,100",10,"Pickup","no","$5,328",4,"No",5,13,"Highly Urban/ Urban","YES",3129.79626900573
"506",2472,NA,0,52,0,0,"$0","No","$148,315","Yes","M","<High School","Student",62,"Private","$7,070",4,"Pickup","yes","$0",0,"No",2,1,"z_Highly Rural/ Rural","NO",0
"507",2476,NA,0,51,0,8,"$46,993","No","$175,488","Yes","z_F","Bachelors","z_Blue Collar",40,"Commercial","$11,300",1,"Minivan","no","$4,219",4,"No",3,6,"Highly Urban/ Urban","YES",2299.47287861288
"508",2482,NA,0,48,0,9,"$16,468","No","$127,759","Yes","z_F","<High School","Clerical",19,"Private","$16,540",1,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"509",2487,NA,1,43,2,12,"$83,803","Yes","$285,833","z_No","z_F","z_High School","z_Blue Collar",31,"Commercial","$19,050",7,"z_SUV","no","$1,670",2,"No",2,NA,"z_Highly Rural/ Rural","NO",0
"510",2498,NA,1,44,2,NA,"$63,215","No","$202,136","Yes","z_F","Bachelors","Professional",9,"Private","$12,930",6,"z_SUV","no","$7,746",1,"No",5,10,"Highly Urban/ Urban","NO",0
"511",2501,NA,0,46,0,12,"$128,026","No","$350,087","Yes","z_F","PhD","Manager",27,"Commercial","$21,170",6,"Pickup","no","$0",0,"No",0,NA,"Highly Urban/ Urban","NO",0
"512",2504,NA,0,34,1,10,"$74,356","No","$233,461","Yes","z_F","Bachelors","Manager",41,"Private","$1,500",13,"z_SUV","no","$5,926",2,"No",8,13,"Highly Urban/ Urban","NO",0
"513",2511,NA,1,37,3,6,"$29,251","Yes","","z_No","z_F","<High School","Clerical",37,"Private","$22,300",12,"Minivan","no","$0",0,"No",0,5,"Highly Urban/ Urban","NO",0
"514",2518,NA,0,28,2,NA,"$11,550","No","$104,450","Yes","M","<High School","Clerical",23,"Private","$6,180",1,"Minivan","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"515",2521,NA,0,45,0,11,"$124,745","No","$0","z_No","z_F","Masters","Lawyer",45,"Private","$27,150",6,"Pickup","no","$0",0,"No",2,NA,"Highly Urban/ Urban","NO",0
"516",2530,NA,0,51,0,11,"$71,939","No","$0","z_No","M","Bachelors","Manager",14,"Private","$13,790",1,"Minivan","no","$0",0,"No",2,8,"Highly Urban/ Urban","NO",0
"517",2543,NA,0,37,2,11,"$36,073","No","","Yes","M","<High School","Clerical",32,"Commercial","$22,690",6,"Panel Truck","yes","$8,193",4,"No",5,6,"Highly Urban/ Urban","NO",0
"518",2545,NA,2,44,2,13,"$142,551","Yes","$391,566","z_No","z_F","Masters","Lawyer",16,"Private","$5,900",11,"Sports Car","no","$39,019",1,"No",8,18,"Highly Urban/ Urban","NO",0
"519",2561,NA,0,47,0,7,"$69,496","No","$0","z_No","M","z_High School","Professional",43,"Commercial","$24,310",10,"Panel Truck","yes","$0",0,"No",0,NA,"Highly Urban/ Urban","NO",0
"520",2566,NA,0,49,0,10,"$41,068","No","$0","z_No","M","z_High School","z_Blue Collar",28,"Commercial","$21,130",6,"Van","yes","$7,463",2,"No",0,1,"Highly Urban/ Urban","YES",2833.64278022568
"521",2572,NA,0,45,1,9,"$51,221","No","$166,715","Yes","M","<High School","Clerical",51,"Private","$16,550",1,"Minivan","yes","$0",0,"No",1,6,"Highly Urban/ Urban","NO",0
"522",2577,NA,0,44,0,0,"$0","No","$0","z_No","z_F","PhD","Home Maker",26,"Private","$22,490",11,"Minivan","no","$0",0,"No",1,15,"Highly Urban/ Urban","NO",0
"523",2578,NA,0,49,0,13,"$96,057","No","$245,655","Yes","M","Bachelors","Professional",76,"Commercial","$27,660",6,"Panel Truck","no","$0",0,"No",2,9,"Highly Urban/ Urban","NO",0
"524",2580,NA,0,35,0,5,"$37,684","No","$155,474","z_No","M","Masters","Professional",29,"Private","$11,040",1,"Minivan","yes","$9,788",2,"No",3,9,"Highly Urban/ Urban","NO",0
"525",2581,NA,0,41,0,11,"$56,281","No","$179,309","z_No","M","Bachelors","Manager",54,"Private","$11,230",1,"Minivan","no","$5,916",1,"No",1,13,"Highly Urban/ Urban","NO",0
"526",2582,NA,0,56,1,NA,"$50,384","No","$191,197","Yes","M","Bachelors","Manager",38,"Private","$14,990",1,"Minivan","yes","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"527",2584,NA,0,51,0,NA,"$57,910","No","$229,038","Yes","M","Masters","Lawyer",13,"Private","$13,610",10,"Minivan","no","$0",0,"No",2,13,"Highly Urban/ Urban","NO",0
"528",2590,NA,0,41,1,12,"$141,776","No","$352,314","Yes","M","PhD","",62,"Commercial","$22,220",4,"Van","no","$0",0,"No",0,11,"z_Highly Rural/ Rural","NO",0
"529",2598,NA,0,38,4,19,"$30,735","No","$136,298","Yes","z_F","<High School","Clerical",15,"Private","$21,430",10,"Minivan","no","$0",0,"No",0,4,"z_Highly Rural/ Rural","NO",0
"530",2602,NA,0,51,0,NA,"$104,346","No","$319,207","Yes","z_F","z_High School","z_Blue Collar",33,"Commercial","$24,860",17,"Minivan","no","$2,131",1,"No",3,1,"Highly Urban/ Urban","NO",0
"531",2605,NA,0,62,0,11,"$34,580","No","$195,895","Yes","z_F","Masters","Lawyer",12,"Private","$20,880",1,"Minivan","no","$6,200",1,"No",3,12,"z_Highly Rural/ Rural","NO",0
"532",2616,NA,0,47,0,8,"$130,087","No","$0","z_No","z_F","Masters","Lawyer",28,"Private","$11,980",1,"z_SUV","no","$0",0,"No",0,22,"Highly Urban/ Urban","NO",0
"533",2618,NA,0,47,0,9,"$59,233","No","$167,038","z_No","z_F","Bachelors","z_Blue Collar",14,"Commercial","$21,420",1,"Minivan","no","$0",0,"No",1,8,"Highly Urban/ Urban","NO",0
"534",2619,NA,0,53,0,11,"$91,924","No","$249,756","Yes","M","z_High School","z_Blue Collar",5,"Commercial","$19,330",13,"Van","no","$20,463",1,"Yes",3,8,"Highly Urban/ Urban","NO",0
"535",2624,NA,0,47,0,12,"$60,936","No","$254,729","Yes","M","Bachelors","Professional",24,"Private","$14,220",10,"Minivan","no","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"536",2632,NA,0,53,0,8,"$132,536","No","$368,061","Yes","M","Bachelors","Professional",43,"Commercial","$20,050",1,"Van","no","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"537",2640,NA,0,55,0,12,"$41,341","No","$0","z_No","z_F","Masters","Lawyer",24,"Private","$10,690",7,"Minivan","no","$0",0,"Yes",0,9,"Highly Urban/ Urban","NO",0
"538",2646,NA,0,41,0,7,"$37,771","No","$169,247","Yes","z_F","Bachelors","Home Maker",44,"Private","$9,380",4,"z_SUV","no","$0",0,"No",0,11,"z_Highly Rural/ Rural","NO",0
"539",2651,NA,0,56,0,13,"$112,246","No","$0","z_No","M","PhD","Lawyer",10,"Private","$17,180",7,"Van","no","$0",0,"No",2,10,"Highly Urban/ Urban","NO",0
"540",2660,NA,0,38,0,7,"$94,513","No","$256,582","Yes","z_F","Bachelors","Manager",20,"Private","$19,120",10,"z_SUV","no","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"541",2661,NA,0,56,0,12,"$146,309","No","$426,818","Yes","z_F","Masters","Lawyer",11,"Private","$34,460",6,"Pickup","no","$0",0,"No",3,15,"Highly Urban/ Urban","NO",0
"542",2668,NA,0,41,0,0,"$0","No","$0","z_No","z_F","z_High School","Home Maker",40,"Private","$12,860",4,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"543",2670,NA,0,54,0,12,"$40,818","No","$0","z_No","z_F","Masters","Lawyer",34,"Private","$10,980",1,"z_SUV","no","$5,050",2,"No",0,15,"Highly Urban/ Urban","NO",0
"544",2680,NA,0,31,1,8,"$30,348","Yes","$128,843","z_No","M","Bachelors","Clerical",47,"Private","$4,600",10,"Minivan","no","$2,118",1,"No",4,9,"Highly Urban/ Urban","YES",2875.48628173874
"545",2681,NA,0,61,0,14,"$203,920","No","$488,199","Yes","M","z_High School","z_Blue Collar",42,"Commercial","$27,990",1,"Minivan","no","$0",0,"No",0,9,"z_Highly Rural/ Rural","NO",0
"546",2689,NA,0,52,0,14,"$7,356","No","$0","Yes","M","z_High School","Student",20,"Private","$3,030",1,"Minivan","no","$6,796",2,"No",0,7,"Highly Urban/ Urban","NO",0
"547",2694,NA,0,39,0,10,"$111,619","No","","z_No","M","Masters","Lawyer",24,"Private","$28,390",4,"Minivan","yes","$0",0,"No",0,16,"Highly Urban/ Urban","NO",0
"548",2695,NA,0,63,0,15,"$42,209","No","$0","z_No","M","z_High School","z_Blue Collar",22,"Commercial","$16,250",1,"z_SUV","no","$6,379",3,"No",8,9,"Highly Urban/ Urban","YES",6239.18089859894
"549",2696,NA,0,53,0,12,"$72,537","No","$0","z_No","M","Bachelors","z_Blue Collar",23,"Commercial","$18,880",1,"Van","yes","$0",0,"No",3,1,"Highly Urban/ Urban","NO",0
"550",2702,NA,0,41,0,0,"$0","No","$0","Yes","z_F","z_High School","Home Maker",49,"Private","$5,700",7,"z_SUV","no","$50,807",3,"No",0,7,"z_Highly Rural/ Rural","NO",0
"551",2704,NA,0,39,2,12,"$36,143","Yes","$0","z_No","M","z_High School","Clerical",44,"Private","$5,400",1,"Pickup","yes","$0",0,"No",0,10,"z_Highly Rural/ Rural","NO",0
"552",2708,NA,3,45,3,14,"$54,391","No","$219,806","Yes","M","Bachelors","Clerical",22,"Commercial","$22,720",1,"Panel Truck","yes","$0",0,"No",0,9,"z_Highly Rural/ Rural","NO",0
"553",2709,NA,0,54,0,11,"$141,318","No","$411,675","Yes","z_F","Masters","Lawyer",38,"Private","$15,630",15,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"554",2714,NA,0,35,0,12,"$58,310","No","$0","z_No","M","z_High School","z_Blue Collar",33,"Private","$8,470",1,"Pickup","no","$0",0,"No",2,1,"Highly Urban/ Urban","YES",1886.27154263639
"555",2716,NA,0,53,0,9,"$30,012","No","$0","z_No","z_F","Masters","Manager",17,"Private","$15,990",17,"Minivan","no","$0",0,"Yes",0,15,"Highly Urban/ Urban","NO",0
"556",2723,NA,0,47,0,NA,"$25,620","No","$141,115","Yes","M","z_High School","Clerical",64,"Commercial","$8,760",1,"Pickup","yes","$0",0,"No",0,10,"z_Highly Rural/ Rural","NO",0
"557",2725,NA,0,40,0,14,"$25,645","No","$120,237","Yes","z_F","z_High School","Clerical",50,"Private","$15,490",1,"z_SUV","no","$5,375",2,"No",0,1,"Highly Urban/ Urban","YES",1602.62944111155
"558",2738,NA,0,54,0,NA,"$0","No","$0","z_No","z_F","z_High School","Student",29,"Private","$17,160",1,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"559",2750,NA,1,43,2,13,"$82,356","No","$244,354","Yes","M","<High School","z_Blue Collar",33,"Commercial","$21,600",1,"Van","yes","$0",0,"No",0,3,"Highly Urban/ Urban","NO",0
"560",2756,NA,0,44,2,15,"$14,041","No","$122,698","Yes","z_F","z_High School","Clerical",30,"Private","$11,100",4,"Pickup","yes","$1,297",2,"No",0,1,"Highly Urban/ Urban","NO",0
"561",2758,NA,0,30,2,12,"$103,185","No","$299,281","Yes","z_F","Masters","",9,"Private","$11,140",7,"z_SUV","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"562",2766,NA,0,50,0,0,"$0","No","$88,189","Yes","z_F","Bachelors","Home Maker",44,"Private","$1,500",11,"Sports Car","no","$26,452",2,"No",0,1,"Highly Urban/ Urban","NO",0
"563",2767,NA,0,37,2,12,"$35,738","No","$138,610","Yes","z_F","z_High School","Clerical",46,"Private","$12,900",1,"z_SUV","no","$0",0,"No",1,1,"Highly Urban/ Urban","NO",0
"564",2771,NA,0,52,0,11,"$63,807","No","$199,353","z_No","M","Masters","Lawyer",50,"Private","$2,250",9,"Minivan","yes","$9,155",4,"No",0,NA,"Highly Urban/ Urban","NO",0
"565",2775,NA,2,60,2,9,"$8,287","No","$160,005","Yes","z_F","Bachelors","Home Maker",63,"Private","$10,800",1,"Minivan","no","$937",4,"No",0,8,"Highly Urban/ Urban","YES",2828.32869588087
"566",2776,NA,0,44,0,10,"$61,597","No","$207,095","Yes","M","Bachelors","Manager",25,"Commercial","$19,310",6,"Van","yes","$2,576",1,"No",0,4,"Highly Urban/ Urban","NO",0
"567",2779,NA,2,42,2,8,"$57,379","Yes","$0","z_No","z_F","z_High School","z_Blue Collar",37,"Commercial","$20,040",1,"Sports Car","no","$0",0,"Yes",2,1,"Highly Urban/ Urban","YES",4062.61768632241
"568",2780,NA,1,38,2,12,"$35,653","No","$135,668","Yes","M","<High School","z_Blue Collar",34,"Private","$8,870",1,"Pickup","yes","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"569",2781,NA,0,38,1,7,"$46,138","Yes","$196,543","z_No","z_F","Bachelors","Professional",30,"Private","$14,870",10,"Sports Car","no","$14,954",3,"No",2,NA,"Highly Urban/ Urban","NO",0
"570",2782,NA,0,34,1,9,"$37,364","Yes","$173,675","z_No","z_F","Masters","Lawyer",49,"Private","$8,640",8,"z_SUV","no","$43,725",3,"Yes",1,1,"Highly Urban/ Urban","YES",2962.54088581509
"571",2783,NA,0,54,0,0,"$0","No","$81,350","Yes","z_F","z_High School","Home Maker",33,"Private","$13,570",7,"Minivan","no","$0",0,"No",0,8,"Highly Urban/ Urban","NO",0
"572",2796,NA,0,47,0,13,"","No","$0","Yes","M","z_High School","Student",18,"Commercial","$6,880",6,"Minivan","yes","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"573",2798,NA,0,50,0,NA,"$70,135","No","$0","z_No","M","Masters","Manager",5,"Commercial","$8,510",1,"Pickup","yes","$0",0,"No",3,13,"Highly Urban/ Urban","NO",0
"574",2800,NA,0,45,1,13,"$65,940","No","$231,593","Yes","M","Bachelors","Professional",43,"Private","$14,510",6,"Minivan","no","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"575",2803,NA,0,47,0,9,"$108,776","No","$278,542","Yes","z_F","Bachelors","Manager",47,"Private","$9,150",1,"z_SUV","no","$0",0,"No",1,2,"Highly Urban/ Urban","NO",0
"576",2806,NA,0,45,0,10,"$60,245","No","$191,309","Yes","z_F","Bachelors","Home Maker",48,"Private","$26,500",13,"Minivan","no","$0",0,"No",0,9,"z_Highly Rural/ Rural","NO",0
"577",2813,NA,0,44,0,10,"$34,358","No","$0","z_No","z_F","z_High School","z_Blue Collar",36,"Commercial","$13,930",6,"Sports Car","no","$0",0,"No",1,8,"z_Highly Rural/ Rural","NO",0
"578",2818,NA,0,60,0,14,"$105,173","No","$310,049","Yes","z_F","PhD","Doctor",34,"Private","$22,300",4,"Sports Car","no","$4,634",2,"No",0,13,"Highly Urban/ Urban","NO",0
"579",2821,NA,2,45,3,7,"","No","$181,752","Yes","z_F","Bachelors","Student",38,"Private","$10,810",13,"Sports Car","no","$0",0,"Yes",1,NA,"Highly Urban/ Urban","NO",0
"580",2825,NA,0,58,0,10,"$90,672","No","$0","z_No","M","Masters","Manager",43,"Private","$7,300",1,"Pickup","yes","$9,090",2,"No",0,12,"Highly Urban/ Urban","NO",0
"581",2829,NA,0,59,2,14,"$15,210","No","$147,599","Yes","z_F","z_High School","Student",50,"Private","$11,650",1,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"582",2830,NA,0,53,0,0,"$0","No","$0","Yes","z_F","z_High School","Student",31,"Commercial","$12,530",6,"Minivan","no","$2,796",2,"No",7,4,"Highly Urban/ Urban","YES",3572.58691610323
"583",2833,NA,0,41,0,11,"$71,537","No","$182,239","z_No","z_F","Bachelors","Professional",22,"Private","$25,530",13,"Van","no","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"584",2839,NA,2,58,3,18,"$9,750","No","$0","Yes","M","<High School","Student",50,"Private","$2,480",1,"Minivan","yes","$3,741",2,"Yes",3,1,"Highly Urban/ Urban","YES",3638.83041406701
"585",2843,NA,0,49,0,13,"$106,915","No","$306,616","Yes","M","z_High School","Manager",24,"Commercial","$34,580",13,"Panel Truck","yes","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"586",2846,NA,0,56,0,8,"$59,675","No","$240,945","Yes","M","Bachelors","Professional",39,"Private","$28,790",1,"Minivan","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"587",2847,NA,0,53,0,0,"$0","No","$64,888","Yes","z_F","Masters","Lawyer",24,"Private","$33,290",6,"Minivan","no","$0",0,"No",3,16,"Highly Urban/ Urban","NO",0
"588",2848,NA,0,30,1,15,"$59,388","No","$183,997","Yes","z_F","Bachelors","z_Blue Collar",56,"Commercial","$21,820",4,"Sports Car","no","$0",0,"Yes",1,7,"z_Highly Rural/ Rural","NO",0
"589",2856,NA,0,26,3,0,"$0","Yes","$0","z_No","M","z_High School","Student",41,"Commercial","$4,100",1,"Minivan","no","$0",0,"No",3,1,"Highly Urban/ Urban","YES",3876.22906705748
"590",2863,NA,0,34,5,15,"$16,167","Yes","$0","z_No","z_F","<High School","Clerical",66,"Private","$6,520",1,"Sports Car","no","$0",0,"Yes",1,1,"z_Highly Rural/ Rural","NO",0
"591",2867,NA,2,38,2,12,"$59,395","No","$209,595","Yes","z_F","Masters","Lawyer",64,"Private","$11,240",1,"z_SUV","no","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"592",2869,NA,0,32,0,7,"$85,402","No","$0","z_No","z_F","Bachelors","Manager",32,"Private","$11,180",7,"z_SUV","no","$5,924",1,"No",1,11,"Highly Urban/ Urban","NO",0
"593",2873,NA,0,50,0,11,"$38,462","No","$189,718","Yes","z_F","z_High School","Clerical",37,"Private","$25,900",10,"Minivan","no","$0",0,"No",0,8,"z_Highly Rural/ Rural","NO",0
"594",2874,NA,0,45,3,17,"$61,094","No","$175,634","Yes","z_F","Bachelors","z_Blue Collar",45,"Commercial","$6,000",6,"z_SUV","no","$5,528",1,"No",0,10,"Highly Urban/ Urban","YES",2259.20933738861
"595",2875,NA,0,35,0,11,"$2,540","No","$107,045","Yes","z_F","z_High School","Home Maker",35,"Private","$5,220",6,"Sports Car","no","$7,714",2,"No",5,1,"Highly Urban/ Urban","NO",0
"596",2880,NA,0,33,3,9,"","No","$185,796","Yes","M","z_High School","z_Blue Collar",45,"Commercial","$9,120",10,"Pickup","yes","$0",0,"Yes",1,7,"Highly Urban/ Urban","YES",1796.55275819754
"597",2886,NA,1,43,2,11,"$76,159","Yes","","z_No","z_F","Bachelors","Professional",52,"Private","$20,270",3,"Pickup","no","$3,255",2,"No",1,NA,"Highly Urban/ Urban","YES",2949.65919241388
"598",2887,NA,0,34,4,12,"$24,897","No","$166,510","Yes","M","z_High School","Clerical",26,"Commercial","$7,390",17,"Pickup","yes","$23,866",2,"No",2,7,"Highly Urban/ Urban","NO",0
"599",2888,NA,2,40,2,13,"$65,759","No","$236,449","Yes","z_F","z_High School","Professional",53,"Private","$12,080",6,"Minivan","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"600",2889,NA,0,33,2,0,"$0","No","$0","Yes","z_F","z_High School","Home Maker",32,"Private","$5,430",6,"z_SUV","no","$0",0,"Yes",3,9,"Highly Urban/ Urban","YES",1449.02595530104
"601",2890,NA,0,33,1,4,"$25,037","Yes","$0","z_No","z_F","z_High School","Clerical",31,"Private","$14,280",1,"z_SUV","no","$0",0,"No",0,8,"Highly Urban/ Urban","YES",2058.67781753896
